Course_Code,Section,Course_Name_EN,Original_Course_Name,Teaching_in_English,Program_Year,Course_Type,Instructor_EN,Original_Index
FL502,A,Research in Applied Linguistics Teaching in English,Research in Applied Linguistics *Teaching in English,True,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",Department Elective Courses,I-Chung Ke,1170
FL524,A,Computer-Assisted Language Learning and Computer Literacy Teaching in English,Computer-Assisted Language Learning and Computer Literacy *Teaching in English,True,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",Department Elective Courses,,1171
FL530,B,Japanese Literature and Culture,Japanese Literature and Culture,False,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",Department Elective Courses,Tsui-Hua Wu,1172
FL536,B,Topics in Japanese Grammar,Topics in Japanese Grammar,False,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",Department Elective Courses,Shu-Chang Lin,1173
FL550,A,Quantitative Research Method Teaching in English,Quantitative Research Method *Teaching in English,True,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",,Yi-Chen Chen,1174
FL557,A,Guided Practice in English Research Writing Teaching in English,Guided Practice in English Research Writing *Teaching in English,True,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",Department Elective Courses,Chia-Yen Lin,1175
FL574,B,Literature Review in Japanese,Literature Review in Japanese,False,"Department of Foreign Languages and Applied Linguistics, Master's Program(Master Program) , First Year",Department Compulsory Courses,,1176
CC509,A,Special Topics in Classical Chinese Literature,Special Topics in Classical Chinese Literature,False,"Department of Chinese Linguistics and Literature(Master Program) , First Year",Department Elective Courses,,1177
CC532,A,Special Topics in Taiwan Literature,Special Topics in Taiwan Literature,False,"Department of Chinese Linguistics and Literature(Master Program) , First Year",Department Elective Courses,Hsiao-Han Lee,1178
CC551,A,Special Topics Research on Modern Poems,Special Topics Research on Modern Poems,False,"Department of Chinese Linguistics and Literature(Master Program) , First Year",Department Elective Courses,Tsui-Ying Lee,1179
CC553,A,Special Topics on the Interpretation of Confucian Canons,Special Topics on the Interpretation of Confucian Canons,False,"Department of Chinese Linguistics and Literature(Master Program) , First Year",Department Elective Courses,Yun-Ying Chung,1180
AM584,A,Professional Practice Community Art Festival Curation and Execution,Professional Practice Community Art Festival Curation and Execution,False,"Master Program in Art and Design Management, Department of Art and Design(Master Program) , First Year",Department Compulsory Courses,CHOR-KHENG LIM,1181
AM601,A,Taiwanese Art History,Taiwanese Art History,False,"Master Program in Art and Design Management, Department of Art and Design(Master Program) , First Year",Department Compulsory Courses,Shih-Wen Kung,1182
AM656,A,Studies for Exhibition and Practice in Contemporary Visual Art,Studies for Exhibition and Practice in Contemporary Visual Art,False,"Master Program in Art and Design Management, Department of Art and Design(Master Program) , First Year",Department Elective Courses,,1183
AM660,A3,Cultural Creativity and Placemaking,Cultural Creativity and Placemaking,False,"Master Program in Art and Design Management, Department of Art and Design(Master Program) , First Year",Department Elective Courses,WAN-WEN HUANG,1184
SC515,A,Qualitative Research,Qualitative Research,False,"Department of Social and Policy Sciences(Master Program) , First Year",,"PENG,CHUN-HENG",1185
SC522,A,Introduction to Thesis Writing,Introduction to Thesis Writing,False,"Department of Social and Policy Sciences(Master Program) , First Year",Department Compulsory Courses,I-Chun Liu,1186
SC522,B,Introduction to Thesis Writing,Introduction to Thesis Writing,False,"Department of Social and Policy Sciences(Master Program) , First Year",Department Compulsory Courses,Ying-Ting Wang,1187
SC528,B,Special Topics on Social Policy,Special Topics on Social Policy,False,"Department of Social and Policy Sciences(Master Program) , First Year",Department Elective Courses,Liang Yu Chen,1188
SC537,A,Special Topics on Sociology of Family,Special Topics on Sociology of Family,False,"Department of Social and Policy Sciences(Master Program) , First Year",Department Elective Courses,Ying-Ting Wang,1189
SC566,A,Special Topics on Topics on Professional Ethics and Decision-Making,Special Topics on Topics on Professional Ethics and Decision-Making,False,"Department of Social and Policy Sciences(Master Program) , First Year",Department Elective Courses,Ching-Pu Chen,1190
SC578,B,Special Topics on Public Policy,Special Topics on Public Policy,False,"Department of Social and Policy Sciences(Master Program) , First Year",Department Elective Courses,,1191
IP007,A,Introduction to Thesis Writing,Introduction to Thesis Writing,False,"Doctor of Philosophy in Cultural Industries and Cultural Policy(Ph.D. Program) , First Year",Department Compulsory Courses,I-Chun Liu,1192
IP012,A,Qualitative Research,Qualitative Research,False,"Doctor of Philosophy in Cultural Industries and Cultural Policy(Ph.D. Program) , Second Year",Department Compulsory Courses,"PENG,CHUN-HENG",1193
IP028,A,Independent Research I,Independent Research I,False,"Doctor of Philosophy in Cultural Industries and Cultural Policy(Ph.D. Program) , Second Year",Department Compulsory Courses,I-Chun Liu,1194
IP033,A,Seminar in Cultural Studies,Seminar in Cultural Studies,False,"Doctor of Philosophy in Cultural Industries and Cultural Policy(Ph.D. Program) , Second Year",Department Elective Courses,Yun-Ying Chung,1195
IP034,A,Seminar in Art Festival and Creative City,Seminar in Art Festival and Creative City,False,"Doctor of Philosophy in Cultural Industries and Cultural Policy(Ph.D. Program) , Second Year",Department Elective Courses,"PENG,CHUN-HENG",1196
CI002,A1,Fundamental Computer Programming- C++ LabII,Fundamental Computer Programming- C++ LabII,False,"College of Informatics(Master Program) , First Year",,Ji-Cherng Lin,1197
CI002,A2,Fundamental Computer Programming- C++ LabII,Fundamental Computer Programming- C++ LabII,False,"College of Informatics(Master Program) , First Year",,Shang-Kuan Chen,1198
CI002,D1,Fundamental Computer Programming- C++ LabII Teaching in English,Fundamental Computer Programming- C++ LabII *Teaching in English,True,"College of Informatics(Master Program) , First Year",,伊桑,1199
CI002,D2,Fundamental Computer Programming- C++ LabII Teaching in English,Fundamental Computer Programming- C++ LabII *Teaching in English,True,"College of Informatics(Master Program) , First Year",,伊桑,1200
CI004,C1,Fundamental Computer Programming- Web Programming II,Fundamental Computer Programming- Web Programming II,False,"College of Informatics(Master Program) , First Year",,,1201
CI004,C2,Fundamental Computer Programming- Web Programming II,Fundamental Computer Programming- Web Programming II,False,"College of Informatics(Master Program) , First Year",,,1202
CI006,B1,Fundamental Computer ProgrammingII,Fundamental Computer ProgrammingII,False,"College of Informatics(Master Program) , First Year",,Cheng-Jye Luh,1203
CI006,B2,Fundamental Computer ProgrammingII,Fundamental Computer ProgrammingII,False,"College of Informatics(Master Program) , First Year",,Cheng-Jye Luh,1204
IM119,C,ProgrammingI 資訊安全微學程 數據分析微學程,ProgrammingI *資訊安全微學程 *數據分析微學程,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Yu-Chih Liu,1205
IM120,A,ProgrammingII,ProgrammingII,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Liang-Chih Yu,1206
IM120,B,ProgrammingII,ProgrammingII,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Chin-Sheng Yang,1207
IM121,C1,Accounting,Accounting,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Elective Courses,Fong-Ching Yuan,1208
IM128,A,CalculusⅡ,CalculusⅡ,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Chia-Hsuan Yeh,1209
IM132,A,Management Information Systems Teaching in English 資訊安全微學程 電子化企業學程,Management Information Systems *Teaching in English *資訊安全微學程 *電子化企業學程,True,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,CELESTE SEE-PUI NG,1210
IM132,B,Management Information Systems Teaching in English 資訊安全微學程 電子化企業學程,Management Information Systems *Teaching in English *資訊安全微學程 *電子化企業學程,True,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Kuochung Chang,1211
IM230,C,Introduction to Multimedia,Introduction to Multimedia,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Elective Courses,"Hsin-Chieh,Liu",1212
IM334,C,Introduction to Information Security Management 資訊安全微學程,Introduction to Information Security Management *資訊安全微學程,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Elective Courses,"Jen Fu ,Wang",1213
IM119,C,ProgrammingI 資訊安全微學程 數據分析微學程,ProgrammingI *資訊安全微學程 *數據分析微學程,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Yu-Chih Liu,1214
IM120,A,ProgrammingII,ProgrammingII,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Liang-Chih Yu,1215
IM120,B,ProgrammingII,ProgrammingII,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Chin-Sheng Yang,1216
IM121,C1,Accounting,Accounting,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Elective Courses,Fong-Ching Yuan,1217
IM128,A,CalculusⅡ,CalculusⅡ,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Chia-Hsuan Yeh,1218
IM132,A,Management Information Systems Teaching in English 資訊安全微學程 電子化企業學程,Management Information Systems *Teaching in English *資訊安全微學程 *電子化企業學程,True,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,CELESTE SEE-PUI NG,1219
IM132,B,Management Information Systems Teaching in English 資訊安全微學程 電子化企業學程,Management Information Systems *Teaching in English *資訊安全微學程 *電子化企業學程,True,"Department of Information Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Kuochung Chang,1220
IM230,C,Introduction to Multimedia,Introduction to Multimedia,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Elective Courses,"Hsin-Chieh,Liu",1221
IM334,C,Introduction to Information Security Management 資訊安全微學程,Introduction to Information Security Management *資訊安全微學程,False,"Department of Information Management(Undergraduate Program), Freshmen",Department Elective Courses,"Jen Fu ,Wang",1222
IC120,A,Digital Image Processing Teaching in English,Digital Image Processing *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,1223
IC120,B,Digital Image Processing Teaching in English,Digital Image Processing *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,1224
IC168,A,Fundamentals of ArtsII: Creative Drawing,Fundamentals of ArtsII: Creative Drawing,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,Li-Chiou Chen,1225
IC191,A,Color Theory,Color Theory,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,"CHEN,YEN-CHANG",1226
IC192,A,Computer ProgrammingII,Computer ProgrammingII,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,1227
IC200,A,Computer Programming Lab.II,Computer Programming Lab.II,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,1228
IC200,B,Computer Programming Lab.II,Computer Programming Lab.II,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,1229
IC248,A,Linear Algebra,Linear Algebra,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,Chin-Hung Teng,1230
IC256,A,Creativity Techniques 互動媒體學程 含微學程,Creativity Techniques *互動媒體學程 含微學程,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Elective Courses,Shih Ming Chang,1231
IC340,A,Introduction to Multimedia,Introduction to Multimedia,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Elective Courses,"Chen,Yu-Chi",1232
IC341,A,Fundamentals of Digital Audiovisual Design Teaching in English,Fundamentals of Digital Audiovisual Design *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,Shih Ming Chang,1233
IC341,B,Fundamentals of Digital Audiovisual Design Teaching in English,Fundamentals of Digital Audiovisual Design *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,Shih Ming Chang,1234
IC189,A,Mixed Media Design,Mixed Media Design,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,"KAI-PING,LIU",1235
IC196,A,Mixed Reality 互動媒體學程 含微學程,Mixed Reality *互動媒體學程 含微學程,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,Chin-Hung Teng,1236
IC272,A,Illustration,Illustration,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,Li-Chiou Chen,1237
IC296,A,Creative Media Practice,Creative Media Practice,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,,1238
IC297,A,Exhibition Display Technology Teaching in English 互動多媒體微學程 互動多媒體學程 互動媒體學程 含微學程,Exhibition Display Technology *Teaching in English *互動多媒體微學程 *互動多媒體學程 *互動媒體學程 含微學程,True,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,"CHIU,JEN-I",1239
IC324,A,Cross-Media Integration,Cross-Media Integration,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Compulsory Courses,"CHEN,YEN-CHANG",1240
IC326,A,Portfolio Design and Presentation,Portfolio Design and Presentation,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,,1241
IC326,B,Portfolio Design and Presentation,Portfolio Design and Presentation,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,,1242
IC331,A,Analysis for Social Media Services,Analysis for Social Media Services,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,Hsiao-Hui Wang,1243
IC451,A,InternshipII,InternshipII,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Elective Courses,Shih Ming Chang,1244
IC456,A,Seminar on Information CommunicationII,Seminar on Information CommunicationII,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Elective Courses,")、邱仁一(CHIU,JEN-I",1245
IC465,A,Field StudyII,Field StudyII,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,,1246
IC465,B,Field StudyII,Field StudyII,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,,1247
IC465,C,Field StudyII,Field StudyII,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,)、蔡美珠(Mei-Chu Tsai,1248
IN105,A,CalculusII Teaching in English,CalculusII *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,1249
IN106,A,Discrete Mathematics Teaching in English,Discrete Mathematics *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,,1250
IN107,A,Computer ProgrammingII Teaching in English 人工智慧投資管院 人工智慧投資學程,Computer ProgrammingII *Teaching in English *人工智慧投資管院 *人工智慧投資學程,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,HO QUANG THAI,1251
IN110,A,Management Information Systems Teaching in English 人工智慧投資管院 人工智慧投資學程,Management Information Systems *Teaching in English *人工智慧投資管院 *人工智慧投資學程,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,CELESTE SEE-PUI NG,1252
IN112,A,English Listening and Reading II Teaching in English,English Listening and Reading II *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,I-Li Chao,1253
IN105,A,CalculusII Teaching in English,CalculusII *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,1254
IN106,A,Discrete Mathematics Teaching in English,Discrete Mathematics *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,,1255
IN107,A,Computer ProgrammingII Teaching in English 人工智慧投資管院 人工智慧投資學程,Computer ProgrammingII *Teaching in English *人工智慧投資管院 *人工智慧投資學程,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,HO QUANG THAI,1256
IN110,A,Management Information Systems Teaching in English 人工智慧投資管院 人工智慧投資學程,Management Information Systems *Teaching in English *人工智慧投資管院 *人工智慧投資學程,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,CELESTE SEE-PUI NG,1257
IN112,A,English Listening and Reading II Teaching in English,English Listening and Reading II *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,I-Li Chao,1258
IN105,A,CalculusII Teaching in English,CalculusII *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,1259
IN106,A,Discrete Mathematics Teaching in English,Discrete Mathematics *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,,1260
IN107,A,Computer ProgrammingII Teaching in English 人工智慧投資管院 人工智慧投資學程,Computer ProgrammingII *Teaching in English *人工智慧投資管院 *人工智慧投資學程,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,HO QUANG THAI,1261
IN110,A,Management Information Systems Teaching in English 人工智慧投資管院 人工智慧投資學程,Management Information Systems *Teaching in English *人工智慧投資管院 *人工智慧投資學程,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,CELESTE SEE-PUI NG,1262
IN112,A,English Listening and Reading II Teaching in English,English Listening and Reading II *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,I-Li Chao,1263
IM507,A1,Decision Support Systems Teaching in English,Decision Support Systems *Teaching in English,True,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chien-Lung Chan,1264
IM508,A,SeminarII,SeminarII,False,"Department of Information Management(Master Program) , First Year",Department Compulsory Courses,,1265
IM514,B,Business Research Method,Business Research Method,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Kuochung Chang,1266
IM532,A,Knowledge Discovery and Data Mining,Knowledge Discovery and Data Mining,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chao-Chang Chiu,1267
IM547,A,Seminar on Information Technology Management Teaching in English,Seminar on Information Technology Management *Teaching in English,True,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chien-Lung Chan,1268
IM564,A,E-Business Management,E-Business Management,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chao-Chang Chiu,1269
IM592,A,Business Administration Theory and Practice Teaching in English,Business Administration Theory and Practice *Teaching in English,True,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Ting Lie,1270
IM592,B,Business Administration Theory and Practice,Business Administration Theory and Practice,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,"CHIH-TSUNG,LAI",1271
IM593,A,Quantitative Method Decision Making,Quantitative Method Decision Making,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chih Cheng Chen,1272
IM620,B,Information Security,Information Security,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,,1273
IM716,A,Machine Learning II Predictive Modelling,Machine Learning II Predictive Modelling,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Jui-Chien Hsieh,1274
IM717,B,Social Network Data Analytics,Social Network Data Analytics,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Yuntsai Chou,1275
IM831,B,Information Ethics,Information Ethics,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Shu-Fen Tseng,1276
IM838,B,Digital Governance,Digital Governance,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,"Jen Fu ,Wang",1277
IM606,A,SeminarIV,SeminarIV,False,"Department of Information Management(Master Program), Second Year",Department Compulsory Courses,,1278
IM608,B,Applied ProjectII,Applied ProjectII,False,"Department of Information Management(Master Program), Second Year",Department Compulsory Courses,,1279
IM628,S,Applied Project,Applied Project,False,"Department of Information Management(Master Program), Second Year",Department Compulsory Courses,,1280
IM803,S,Information and Social Innovation,Information and Social Innovation,False,"Department of Information Management(Master Program), Second Year",Department Elective Courses,Chih Cheng Chen,1281
GI503,A,Research Methodology Teaching in English,Research Methodology *Teaching in English,True,"Department of Information Communication(Master Program) , First Year",Department Compulsory Courses,Hsiao-Hui Wang,1282
GI516,A,Seminar on Research ProjectsII,Seminar on Research ProjectsII,False,"Department of Information Communication(Master Program) , First Year",Department Compulsory Courses,Hsiao-Hui Wang,1283
GI570,A,Research of Information Communication Industry Teaching in English,Research of Information Communication Industry *Teaching in English,True,"Department of Information Communication(Master Program) , First Year",Department Elective Courses,Chih-Liang Yeh,1284
GI634,A,Digital Multimedia Applications Teaching in English,Digital Multimedia Applications *Teaching in English,True,"Department of Information Communication(Master Program) , First Year",Department Elective Courses,"CHEN,YEN-CHANG",1285
GI637,A,Digital Learning and Interface Design,Digital Learning and Interface Design,False,"Department of Information Communication(Master Program) , First Year",Department Elective Courses,,1286
CS502,A,Special Topics on Mobile Multimedia Networking,Special Topics on Mobile Multimedia Networking,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Yieh-Ran Haung,1287
CS508,A,Computer Vision Teaching in English,Computer Vision *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,伊斯,1288
CS509,B,Digital Learning,Digital Learning,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Chih-Yueh Chou,1289
CS512,B,Embedded Real-Time Operating Systems,Embedded Real-Time Operating Systems,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,"LIU,YI-SHENG",1290
CS522,A,Interactive Video Game Development Teaching in English 互動多媒體微學程 互動多媒體學程,Interactive Video Game Development *Teaching in English *互動多媒體微學程 *互動多媒體學程,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,1291
CS528,A,Big Data Analytics 智慧校園與智慧照護學程,Big Data Analytics *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Ting-Ying Chien,1292
CS537,A,Bioinformatics,Bioinformatics,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Yu-Yen Ou,1293
CS538,A,Data Mining and Its Applications in Biomedical Domains,Data Mining and Its Applications in Biomedical Domains,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,1294
CS539,A1,Clinical Applications of Medical Signal and Image Teaching in English,Clinical Applications of Medical Signal and Image *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,1295
CS554,A,Seminar,Seminar,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Compulsory Courses,Chih-Yueh Chou,1296
CS555,A,Operating Systems Teaching in English,Operating Systems *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Cheng-Zen Yang,1297
CS556,B,Research Project,Research Project,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Compulsory Courses,,1298
CS561,B,Database Systems,Database Systems,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,"BO-KAI, HSU",1299
CS564,A1,Cybersecurity Teaching in English,Cybersecurity *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,ASAD ALI,1300
CS565,A,Cryptography Teaching in English,Cryptography *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,1301
CS567,A,Image Processing 人工智慧「智慧視覺分析」微學程 人工智慧「電腦輔助診斷應用」微學程 人工智慧學程 互動多媒體微學程 互動多媒體學程 數位科技應用學程,Image Processing *人工智慧「智慧視覺分析」微學程 *人工智慧「電腦輔助診斷應用」微學程 *人工智慧學程 *互動多媒體微學程 *互動多媒體學程 *數位科技應用學程,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Chi-Fang Lin,1302
CS578,A,Computer Networking Teaching in English,Computer Networking *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,伊桑,1303
CS641,A,Artificial Intelligence Teaching in English 人工智慧與生物資訊微學程 人工智慧與生物資訊學程,Artificial Intelligence *Teaching in English *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Anal Paul,1304
CS646,A,Generative AI and Applications Teaching in English,Generative AI and Applications *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,卡其,1305
CS657,B,Machine Learning 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 人工智慧與金融科技微學程 人工智慧與金融科技學程 智慧校園與智慧照護學程,Machine Learning *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Ting-Ying Chien,1306
CS668,A,VLSI Testing & Design 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,VLSI Testing & Design *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Wang-Dauh Tseng,1307
CS674,A,Special Topics on Software Engineering,Special Topics on Software Engineering,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,YI-HUAI HSU,1308
CS675,A,Special Topics on Intelligent Systems,Special Topics on Intelligent Systems,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,"Ming-Yi,Lin",1309
CS679,A,Special Topics on Distributed Systems,Special Topics on Distributed Systems,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Cheng-Zen Yang,1310
CS683,A,Special Topics on Electronic Design Automation,Special Topics on Electronic Design Automation,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,"Lin,Yu-Cheng",1311
CB542,A,Data Mining and Its Applications in Biomedical Domains,Data Mining and Its Applications in Biomedical Domains,False,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,,1312
CB545,A1,Clinical Applications of Medical Signal and Image Teaching in English,Clinical Applications of Medical Signal and Image *Teaching in English,True,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,,1313
CB554,A,Seminar,Seminar,False,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Compulsory Courses,Chih-Yueh Chou,1314
CB582,A,Big Data Analytics,Big Data Analytics,False,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,Ting-Ying Chien,1315
CB584,A,Operating Systems Teaching in English,Operating Systems *Teaching in English,True,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,Cheng-Zen Yang,1316
CB585,A,Cryptography Teaching in English,Cryptography *Teaching in English,True,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,,1317
CB586,A,Computer Networking Teaching in English,Computer Networking *Teaching in English,True,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,伊桑,1318
CB589,A,VLSI Testing & Design,VLSI Testing & Design,False,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,Wang-Dauh Tseng,1319
CB594,A1,Cybersecurity Teaching in English,Cybersecurity *Teaching in English,True,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,ASAD ALI,1320
CB621,A,Special topics on statistical genomics,Special topics on statistical genomics,False,"Graduate Program in Biomedical Informatics(Master Program) , First Year",Department Elective Courses,"BO-KAI, HSU",1321
IM902,A,Seminar in Advanced Information ManagementII,Seminar in Advanced Information ManagementII,False,"Department of Information Management(Ph.D. Program) , First Year",Department Compulsory Courses,,1322
MT110,A,All-Out Defense Education and Researching of Military - National Defense Policy,All-Out Defense Education and Researching of Military - National Defense Policy,False,"Military Education Office(Master Program) , First Year",Department Elective Courses,"CHEN,HSI-YI",1323
MT111,A,All-Out Defense Education and Researching of Military - Defense Mobilization,All-Out Defense Education and Researching of Military - Defense Mobilization,False,"Military Education Office(Master Program) , First Year",Department Elective Courses,"SUNG,CHING-HO",1324
MT112,A,All-Out Defense Education and Researching of Military – Defense Technology,All-Out Defense Education and Researching of Military – Defense Technology,False,"Military Education Office(Master Program) , First Year",Department Elective Courses,HUANG MAO SHEMG,1325
