Program_and_Year,Course_Code,Section,Course_Title_CN,Course_Title_EN,Course_Type,Instructor_CN,Instructor_EN,Schedule_and_Credits_Raw
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEC116,A,半導體產業簡介,Introduction to Semiconductor Industry,Department Elective Courses,巫朝陽,"Jau-Yang,Wu","303 ,70105 304 ,70105"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEC313,A,光電與產業,Photonics Industry *通訊產業與管理學程（電通學院） *通訊產業與管理學程（管院）,Department Elective Courses,阮于珊,Yu-Shan Juan,"307 ,70203 308 ,70203 309 ,70203"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEC201,A,電路學,Circuit Theory *智慧型控制學程 *智慧電網學程,Department Compulsory Courses,邱天隆,Tien-Lung Chiu,"207 ,70205 208 ,70205 209 ,70205"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEC202,A,工程數學（一）,Engineering MathematicsI,Department Compulsory Courses,陳祖龍,Chulung Chen,"109 ,70105 202 ,70105 203 ,70105 204 ,70105"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEC204,A,電子學（一）,ElectronicsI *全校性跨領域--材料科技學程 *全校性跨領域--綠色能源學程 *智慧型控制學程 *智慧電網學程 *積體電路設計學程,Department Compulsory Courses,劉維昇,,"102 ,70205 103 ,70205 104 ,70205"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEC206,A,電子電路實驗（一）,Electronic Circuits Lab.I,Department Compulsory Courses,劉維昇,,"106 ,70307 107 ,70307 108 ,70307"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEC208,A,電磁學（一）,ElectromagneticsI *全校性跨領域--綠色能源學程 *智慧電網學程,Department Compulsory Courses,蒲念文,Nen-Wen Pu,"302 ,70301 303 ,70301 304 ,70301"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEC321,A,光電程式設計,Electro-Optics Programming,Department Elective Courses,陳念波,Nien-Po Chen,"407 ,70404 408 ,70404 409 ,70404"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ105,A,基礎統計分析,Fundamental Statistical Analysis,Department Compulsory Courses,王清海,,"211 ,3207 212 ,3207 213 ,3207"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ106,A,能源科技,Energy Technology,Department Elective Courses,藍文正,,"602 ,3207 603 ,3207 604 ,3207"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ107,A,溫室氣體盤查技術,Greenhouse Gas Inventory Technology,Department Compulsory Courses,陳懷傑,"CHEN,HUAI-CHIEH","606 ,3207 607 ,3207 608 ,3207"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ108,A,淨零碳排策略規劃,Net Zero Carbon Strategic Planning,Department Compulsory Courses,尤淨纓,Ching-Ying Yu,"411 ,3304 412 ,3304 413 ,3304"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ112,A,質能均衡,Material & Energy Balance,Department Compulsory Courses,藍祺偉,Chi-Wei Lan,"111 ,3207 112 ,3207 113 ,3207"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ114,A,氣候變遷影響,Climate Change Impact,Department Elective Courses,謝建德,Chien-Te Hsieh,"311 ,3302 312 ,3302 313 ,3302"
"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",CZ123,A,ISO 14067證照輔導,Training Course of ISO 14067,Department Elective Courses,陳懷傑,"CHEN,HUAI-CHIEH","609 ,3207"
"Department of Mechanical Engineering(Master Program) , First Year",ME517,A,有限元素法,Finite Element Method,Department Elective Courses,余念一,Niann-i Yu,"106 ,1204 107 ,1204 108 ,3301"
"Department of Mechanical Engineering(Master Program) , First Year",ME553,A,電化學工程,Electrochemical Engineering *全校性跨領域--綠色能源學程,Department Elective Courses,翁芳柏,Fangbor Weng,"407 ,3312 408 ,3312 409 ,3312"
"Department of Mechanical Engineering(Master Program) , First Year",ME570,B,焚化原理及技術,Incineration,Department Elective Courses,賈民生,,"211 ,3209 212 ,3209 213 ,3209"
"Department of Mechanical Engineering(Master Program) , First Year",ME577,B,防火工程,Fire Protection Engineering,Department Elective Courses,虞嘉駿,"Yu,Chia-Chun","511 ,3209 512 ,3209 513 ,3209"
"Department of Mechanical Engineering(Master Program) , First Year",ME584,A,新能源技術,Advanced Technologies in Energy and its Applications *Teaching in English *全校性跨領域--綠色能源學程,Department Elective Courses,阿卜杜拉齊茲,ABDULAZIZ IMADALDDIN ABDULAZIZ MOHAMED ATABANI,"402 ,3212 403 ,3212 404 ,3212"
"Department of Mechanical Engineering(Master Program) , First Year",ME602,B,機器人學,Robotics *智慧製造學程,Department Elective Courses,陳傳生,Chwan-Hsen Chen,"111 ,3209 112 ,3209 113 ,3209"
"Department of Mechanical Engineering(Master Program) , First Year",ME612,B,半導體製程技術導論,Introduction to Semiconductor Manufacturing Technology,Department Elective Courses,莊勝銘,CHUANG SHENG MING,"411 ,3209 412 ,3209 413 ,3209"
"Department of Mechanical Engineering(Master Program) , First Year",ME613,A,人工智慧,Artificial Intelligence *Teaching in English *智慧製造學程,Department Elective Courses,楊大中,Ta-Chung Yang,"102 ,3301 103 ,3301 104 ,3301"
"Department of Mechanical Engineering(Master Program) , First Year",ME614,B,電力系統整合概論,Introduction to Power System Integration,Department Elective Courses,梁佩芳,"LIANG,PEI-FANG","311 ,3209 312 ,3209 313 ,3209"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH502,A,科技英文,Technical Writing *Teaching in English,,杜米,NDUMISO VUKILE MDLOVU,"402 ,2103 403 ,2103 404 ,2103"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH503,A,高等化工動力學,Advanced Chemical Engineering Kinetics *Teaching in English,,林錕松,"LIN,KUN-SUNG","106 ,2423 107 ,2423 108 ,2423"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH511,B,實驗設計,Design for Experimental,Department Elective Courses,謝建德,Chien-Te Hsieh,"111 ,2103 112 ,2103 113 ,2103"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH525,A,高等儀器分析,Advanced Instrumental Analysis *Teaching in English *全校性跨領域--材料科技學程,Department Elective Courses,廖朝光,Chau-Kuang Liau,"506 ,2104 507 ,2104 508 ,2104"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH535,A,藥物制放特論,Special Topics on Controlled Drug Release *Teaching in English *生技醫藥產業學程,Department Elective Courses,孫一明,Yi-Ming Sun,"202 ,2208 203 ,2208 204 ,2208"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH566,A,質子交換膜燃料電池特論,Special Topics on Proton-exchange-membrane Fuel Cells *Teaching in English *全校性跨領域--材料科技學程,Department Elective Courses,林秀麗,Hsiu-Li Lin,"407 ,2104 408 ,2104 409 ,2104"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH570,B,科技論文寫作,Technical Writing,,KEE PHEI ER,紀佩兒,"411 ,2103 412 ,2103 413 ,2103"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH586,B,環境生物技術,Environmental Biotechnology *生技醫藥產業學程,Department Elective Courses,胡勇誌,,"511 ,2103 512 ,2103 513 ,2103"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH589,B,有機半導體材料特論,Special Topics on Organic Semiconductor Materials,Department Elective Courses,郭德文,,"311 ,2103 312 ,2103 313 ,2103"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH600,A,材料物理化學,Physical Chemistry of Materials *Teaching in English *全校性跨領域--材料科技學程,,何政恩,Cheng-En Ho,"502 ,2425 503 ,2425 504 ,2425"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH609,A,再生醫學,Regenerative Medicine *Teaching in English,Department Elective Courses,潘怡如,"Pan,Yi-Ju","207 ,2207 208 ,2207 209 ,2207"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH623,A,書報討論（一）,SeminarI *Teaching in English,Department Compulsory Courses,邱冠雄,KHOO KUAN SHIONG,"307 ,2115 308 ,2115"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH625,A,磁性材料概論,Introduction to Magnetic Materials *Teaching in English *全校性跨領域--材料科技學程,Department Elective Courses,孫安正,An-Cheng Sun,"202 ,2620 203 ,2620 204 ,2620"
"Department of Chemical Engineering and Materials Science(Master Program) , First Year",CH701,A,鋰電池材料與製程技術,Materials and Processing of Lithium Battery *Teaching in English *全校性跨領域--材料科技學程,Department Elective Courses,洪逸明,I-Ming Hung,"302 ,2104 303 ,2104 304 ,2104"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE503,A,模擬學,Simulation *Teaching in English,Department Elective Courses,黃晧,,"402 ,2624 403 ,2624 404 ,2624"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE507,A,數學規劃（一）,Mathematical ProgrammingI *Teaching in English,Department Elective Courses,梁韵嘉,Yun-Chia Liang,"502 ,2621 503 ,2621 504 ,2621"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE520,B,田口式品質工程,Taguchi Quality Engineering,Department Elective Courses,陳佩雯,"CHEN,PEI-WEN","311 ,2101 312 ,2101 313 ,2101"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE531,B,高等品質管制,Advanced Quality Control,Department Compulsory Courses,陳家正,Chia-Cheng Chen,"606 ,2101 607 ,2101 608 ,2101"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE538,A,實驗設計,Experimental Design and Applications,Department Elective Courses,陳雲岫,Yun-Shiow Chen,"206 ,2623 207 ,2623 208 ,2623"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE541,B,決策分析,Decision Analysis,Department Elective Courses,吳政翰,Gen-Han Wu,"211 ,2101 212 ,2101 213 ,2101"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE543,B,生產計劃,Production Planning,Department Elective Courses,鍾雲恭,Yun-Kung Chung,"111 ,2101 112 ,2101 113 ,2101"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE565,B,人因工程,Human Factors,Department Elective Courses,周金枚,CHIN-MEI CHOU,"411 ,2426 412 ,2426 413 ,2426"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE581,A,服務系統設計,Service Systems Design *Teaching in English,Department Elective Courses,任恒毅,Henyi Jen,"202 ,2624 203 ,2624 204 ,2624"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE586,A,書報討論,Seminar,Department Compulsory Courses,林真如,Chen-ju Lin,"507 ,2623 508 ,2623"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE593,B,高等生產管制,Advanced Production Control,Department Compulsory Courses,蔡啟揚,Chi-Yang Tsai,"602 ,2101 603 ,2101 604 ,2101"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE625,A,巨量資料分析,Big Data Analytics *Teaching in English,Department Elective Courses,陳家正,Chia-Cheng Chen,"406 ,2619 407 ,2619 408 ,2619"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE630,A,進階專案管理,Advanced Project Management *Teaching in English,Department Elective Courses,陳育慈,"Yu-Tzu,Chen","302 ,2621 303 ,2621 304 ,2621"
"Department of Industrial Engineering and Management(Master Program) , First Year",IE631,A,永續發展,Sustainable Development,Department Elective Courses,陳育慈,"Yu-Tzu,Chen","106 ,2603 107 ,2603 108 ,2603"
"Department of Electrical Engineering(Master Program) , First Year",EE800,B,研究專題,Researching Project,Department Compulsory Courses,劉維昇,,
"Department of Electrical Engineering(Master Program) , First Year",EE801,B,可適性訊號處理,Adaptive Signal Processing,Department Elective Courses,王緒翔,"WANG,SYU-SIANG","411 ,70108 412 ,70108 413 ,70108"
"Department of Electrical Engineering(Master Program) , First Year",EE804,B,隨機訊號處理,Random Signal Processing,Department Elective Courses,鍾素麗,,"211 ,70108 212 ,70108 213 ,70108"
"Department of Electrical Engineering(Master Program) , First Year",EE845,B,數位信號處理,Digital Signal Processing,Department Elective Courses,林茂青,MAW-CHING LIN,"511 ,70404 512 ,70404 513 ,70404"
"Department of Electrical Engineering(Master Program) , First Year",EE852,B,科技創新與前瞻思維,Science & Technology Innovation and Foresight Thinking,Department Elective Courses,劉恩成,,"111 ,70108 112 ,70108 113 ,70108"
"Department of Electrical Engineering(Master Program) , First Year",EE881,B,影像檢測技術,Image Inspection and Detection Technique,Department Elective Courses,陳祖龍,Chulung Chen,"311 ,70108 312 ,70108 313 ,70108"
"Graduate School of Biotechnology and Bioengineering(Master Program) , First Year",BI519,A,發酵工程,Fermentation Engineering,Department Elective Courses,陳姍玗,Shan-Yu Chen,"202 ,2111 203 ,2111 204 ,2111"
"Graduate School of Biotechnology and Bioengineering(Master Program) , First Year",BI522,A,生物程序工程,Bioprocessing Engineering,Department Elective Courses,陳姍玗,Shan-Yu Chen,"302 ,2010 303 ,2010 304 ,2010"
"Graduate School of Biotechnology and Bioengineering(Master Program) , First Year",BI544,A,分子遺傳學,Molecular Genetics *Teaching in English,Department Elective Courses,黃麗芬,Li-Fen Huang,"406 ,2111 407 ,2111 408 ,2111"
"Graduate School of Biotechnology and Bioengineering(Master Program) , First Year",BI546,A,臨床醫學概論,Clinical Medicine,Department Elective Courses,許崇善,KHOI CHONG SUN,"208 ,2711B 209 ,2711B"
"Graduate School of Biotechnology and Bioengineering(Master Program) , First Year",BI565,A,書報討論,Seminar,Department Compulsory Courses,魏毓宏,Yu-Hong Wei,"307 ,2111 308 ,2111"
"Department of Electrical Engineering(Master Program) , First Year",EEA525,A,最佳控制,Optimal Control,Department Elective Courses,熊甘霖,,"402 ,70734 403 ,70734 404 ,70734"
"Department of Electrical Engineering(Master Program) , First Year",EEA529,A,隨機控制,Stochastic Control,Department Elective Courses,熊甘霖,,"203 ,70734 204 ,70734 207 ,70734"
"Department of Electrical Engineering(Master Program) , First Year",EEA531,A,ＶＬＳＩ信號處理,VLSI Signal Processing *Teaching in English *積體電路設計學程,Department Elective Courses,林承鴻,Cheng-Hung Lin,"102 ,70301 103 ,70301 104 ,70301"
"Department of Electrical Engineering(Master Program) , First Year",EEA564,A,通訊電子學,Communication Electronics *Teaching in English *人工智慧「智慧終端晶片設計」微學程 *人工智慧學程 *積體電路設計學程,Department Elective Courses,郭岳芳,"KUO,YUE-FANG","302 ,70615 303 ,70615 304 ,70615"
